,구군,읍면동,년월,총 유동인구
612,서구,부민동,2019-11,54131
613,서구,아미동,2019-11,73416
614,서구,초장동,2019-11,19265
615,서구,충무동,2019-11,92516
616,서구,남부민1동,2019-11,45034
617,서구,남부민2동,2019-11,53417
618,서구,암남동,2019-11,142288
619,동구,초량1동,2019-11,49916
620,동구,초량2동,2019-11,61346
621,동구,초량3동,2019-11,120394
622,동구,초량6동,2019-11,40430
623,동구,수정1동,2019-11,34583
624,동구,수정2동,2019-11,68189
625,동구,수정4동,2019-11,20307
626,동구,수정5동,2019-11,28220
627,동구,범일1동,2019-11,47900
628,동구,범일2동,2019-11,152058
629,동구,범일5동,2019-11,32094
630,영도구,남항동,2019-11,97375
631,영도구,영선1동,2019-11,40431
632,영도구,영선2동,2019-11,75621
633,영도구,신선동,2019-11,41663
634,영도구,봉래1동,2019-11,60649
635,영도구,봉래2동,2019-11,45905
636,영도구,청학1동,2019-11,42123
637,영도구,청학2동,2019-11,112704
638,영도구,동삼1동,2019-11,209499
639,영도구,동삼2동,2019-11,60683
640,영도구,동삼3동,2019-11,75823
641,부산진구,부전1동,2019-11,236494
642,부산진구,부전2동,2019-11,328563
643,부산진구,연지동,2019-11,130042
644,부산진구,초읍동,2019-11,152264
645,부산진구,양정1동,2019-11,173830
646,부산진구,양정2동,2019-11,110265
647,부산진구,전포1동,2019-11,171582
648,부산진구,전포2동,2019-11,113103
649,부산진구,부암1동,2019-11,113052
650,부산진구,부암3동,2019-11,121434
651,부산진구,당감1동,2019-11,175252
652,부산진구,당감2동,2019-11,62303
653,부산진구,당감4동,2019-11,108927
654,부산진구,가야1동,2019-11,182915
655,부산진구,가야2동,2019-11,134342
656,부산진구,개금1동,2019-11,119299
657,부산진구,개금2동,2019-11,92903
658,부산진구,개금3동,2019-11,174192
659,부산진구,범천1동,2019-11,125343
660,부산진구,범천2동,2019-11,82345
661,동래구,수민동,2019-11,225480
662,동래구,복산동,2019-11,67108
663,동래구,명륜동,2019-11,165563
664,동래구,온천1동,2019-11,189282
665,동래구,온천2동,2019-11,170898
666,동래구,온천3동,2019-11,209068
667,동래구,사직1동,2019-11,69011
668,동래구,사직2동,2019-11,179872
669,동래구,사직3동,2019-11,97160
670,동래구,안락1동,2019-11,132071
671,동래구,안락2동,2019-11,176404
672,동래구,명장1동,2019-11,88232
673,동래구,명장2동,2019-11,107805
674,남구,대연1동,2019-11,108359
675,남구,대연3동,2019-11,339413
676,남구,대연4동,2019-11,72920
677,남구,대연5동,2019-11,94834
678,남구,대연6동,2019-11,69008
679,남구,용호1동,2019-11,308333
680,남구,용호2동,2019-11,120581
681,남구,용호3동,2019-11,76655
682,남구,용호4동,2019-11,62956
683,남구,용당동,2019-11,92057
684,남구,감만1동,2019-11,107547
685,남구,감만2동,2019-11,50914
686,남구,우암동,2019-11,103049
687,남구,문현1동,2019-11,73156
688,남구,문현2동,2019-11,83114
689,남구,문현3동,2019-11,86937
690,남구,문현4동,2019-11,74048
691,북구,구포1동,2019-11,121240
692,북구,구포2동,2019-11,183420
693,북구,구포3동,2019-11,131347
694,북구,금곡동,2019-11,236944
695,북구,화명1동,2019-11,221533
696,북구,화명2동,2019-11,93343
697,북구,화명3동,2019-11,249790
698,북구,덕천1동,2019-11,120830
699,북구,덕천2동,2019-11,177900
700,북구,덕천3동,2019-11,56330
701,북구,만덕1동,2019-11,62606
702,북구,만덕2동,2019-11,137315
703,북구,만덕3동,2019-11,148134
704,해운대구,우1동,2019-11,287211
705,해운대구,우2동,2019-11,345469
706,해운대구,중1동,2019-11,238422
707,해운대구,중2동,2019-11,87583
708,해운대구,좌1동,2019-11,180857
709,해운대구,좌2동,2019-11,176130
710,해운대구,좌3동,2019-11,124372
711,해운대구,좌4동,2019-11,165685
712,해운대구,송정동,2019-11,80438
713,해운대구,반여1동,2019-11,243808
714,해운대구,반여2동,2019-11,70798
715,해운대구,반여3동,2019-11,60540
716,해운대구,반여4동,2019-11,91722
717,해운대구,반송1동,2019-11,136205
718,해운대구,반송2동,2019-11,171545
719,해운대구,재송1동,2019-11,281738
720,해운대구,재송2동,2019-11,191136
721,사하구,괴정1동,2019-11,153081
722,사하구,괴정2동,2019-11,84316
723,사하구,괴정3동,2019-11,85541
724,사하구,괴정4동,2019-11,88986
725,사하구,당리동,2019-11,185390
726,사하구,하단1동,2019-11,190022
727,사하구,하단2동,2019-11,220634
728,사하구,신평1동,2019-11,104980
729,사하구,신평2동,2019-11,131693
730,사하구,장림1동,2019-11,110492
731,사하구,장림2동,2019-11,201143
732,사하구,다대1동,2019-11,288861
733,사하구,다대2동,2019-11,183536
734,사하구,구평동,2019-11,58155
735,사하구,감천1동,2019-11,148897
736,사하구,감천2동,2019-11,44371
737,금정구,서1동,2019-11,46903
738,금정구,서2동,2019-11,74314
739,금정구,서3동,2019-11,85085
740,금정구,부곡1동,2019-11,58119
741,금정구,부곡2동,2019-11,112436
742,금정구,부곡3동,2019-11,134178
743,금정구,부곡4동,2019-11,61649
744,금정구,장전1동,2019-11,126860
745,금정구,장전2동,2019-11,256070
746,금정구,선두구동,2019-11,41278
747,금정구,청룡노포동,2019-11,96100
748,금정구,남산동,2019-11,207532
749,금정구,구서1동,2019-11,132400
750,금정구,구서2동,2019-11,229533
751,금정구,금성동,2019-11,11350
752,강서구,대저1동,2019-11,91411
753,강서구,대저2동,2019-11,139952
754,강서구,강동동,2019-11,48252
755,강서구,가락동,2019-11,25128
756,강서구,녹산동,2019-11,378426
757,강서구,가덕도동,2019-11,37998
758,연제구,거제1동,2019-11,233409
759,연제구,거제2동,2019-11,139037
760,연제구,거제3동,2019-11,94456
761,연제구,거제4동,2019-11,59693
762,연제구,연산1동,2019-11,126938
763,연제구,연산2동,2019-11,114962
764,연제구,연산3동,2019-11,60966
765,연제구,연산4동,2019-11,108115
766,연제구,연산5동,2019-11,148661
767,연제구,연산6동,2019-11,80541
768,연제구,연산8동,2019-11,90702
769,연제구,연산9동,2019-11,252768
770,수영구,남천1동,2019-11,163013
771,수영구,남천2동,2019-11,78264
772,수영구,수영동,2019-11,105386
773,수영구,망미1동,2019-11,177784
774,수영구,망미2동,2019-11,75559
775,수영구,광안1동,2019-11,173190
776,수영구,광안2동,2019-11,105746
777,수영구,광안3동,2019-11,97102
778,수영구,광안4동,2019-11,74066
779,수영구,민락동,2019-11,158653
780,사상구,삼락동,2019-11,64376
781,사상구,모라1동,2019-11,205663
782,사상구,모라3동,2019-11,73356
783,사상구,덕포1동,2019-11,92134
784,사상구,덕포2동,2019-11,112038
785,사상구,괘법동,2019-11,238914
786,사상구,감전동,2019-11,165724
787,사상구,주례1동,2019-11,106601
788,사상구,주례2동,2019-11,189238
789,사상구,주례3동,2019-11,122491
790,사상구,학장동,2019-11,207115
791,사상구,엄궁동,2019-11,208803
792,기장군,기장읍,2019-11,416382
793,기장군,장안읍,2019-11,106771
794,기장군,일광면,2019-11,88687
795,기장군,철마면,2019-11,55008
796,중구,중앙동,2019-12,122150
797,중구,동광동,2019-12,31183
798,중구,대청동,2019-12,52793
799,중구,보수동,2019-12,65690
800,중구,부평동,2019-12,65357
801,중구,광복동,2019-12,54606
802,중구,남포동,2019-12,94129
803,중구,영주1동,2019-12,41308
804,중구,영주2동,2019-12,42375
805,서구,동대신1동,2019-12,44490
806,서구,동대신2동,2019-12,44319
807,서구,동대신3동,2019-12,65982
808,서구,서대신1동,2019-12,94026
809,서구,서대신3동,2019-12,57158
810,서구,서대신4동,2019-12,48529
811,서구,부민동,2019-12,55576
812,서구,아미동,2019-12,70059
813,서구,초장동,2019-12,20201
814,서구,충무동,2019-12,95653
815,서구,남부민1동,2019-12,45003
816,서구,남부민2동,2019-12,54801
817,서구,암남동,2019-12,135834
818,동구,초량1동,2019-12,52984
819,동구,초량2동,2019-12,61565
820,동구,초량3동,2019-12,121936
821,동구,초량6동,2019-12,42007
822,동구,수정1동,2019-12,33925
823,동구,수정2동,2019-12,69209
824,동구,수정4동,2019-12,21312
825,동구,수정5동,2019-12,27221
826,동구,범일1동,2019-12,47174
827,동구,범일2동,2019-12,153212
828,동구,범일5동,2019-12,33526
829,영도구,남항동,2019-12,95502
830,영도구,영선1동,2019-12,41147
831,영도구,영선2동,2019-12,75728
832,영도구,신선동,2019-12,43177
833,영도구,봉래1동,2019-12,59489
834,영도구,봉래2동,2019-12,45865
835,영도구,청학1동,2019-12,45011
836,영도구,청학2동,2019-12,119565
837,영도구,동삼1동,2019-12,204973
838,영도구,동삼2동,2019-12,53523
839,영도구,동삼3동,2019-12,76725
840,부산진구,부전1동,2019-12,213154
841,부산진구,부전2동,2019-12,303871
842,부산진구,연지동,2019-12,130902
843,부산진구,초읍동,2019-12,149639
844,부산진구,양정1동,2019-12,187036
845,부산진구,양정2동,2019-12,107701
846,부산진구,전포1동,2019-12,182316
847,부산진구,전포2동,2019-12,130241
848,부산진구,부암1동,2019-12,135196
849,부산진구,부암3동,2019-12,124636
850,부산진구,당감1동,2019-12,170554
851,부산진구,당감2동,2019-12,62008
852,부산진구,당감4동,2019-12,109428
853,부산진구,가야1동,2019-12,176552
854,부산진구,가야2동,2019-12,110016
855,부산진구,개금1동,2019-12,114271
856,부산진구,개금2동,2019-12,84526
857,부산진구,개금3동,2019-12,177741
858,부산진구,범천1동,2019-12,129496
859,부산진구,범천2동,2019-12,92429
860,동래구,수민동,2019-12,232521
861,동래구,복산동,2019-12,66755
862,동래구,명륜동,2019-12,163312
863,동래구,온천1동,2019-12,196619
864,동래구,온천2동,2019-12,169940
865,동래구,온천3동,2019-12,207038
866,동래구,사직1동,2019-12,69760
867,동래구,사직2동,2019-12,191314
868,동래구,사직3동,2019-12,95812
869,동래구,안락1동,2019-12,134037
870,동래구,안락2동,2019-12,177753
871,동래구,명장1동,2019-12,89161
872,동래구,명장2동,2019-12,105554
873,남구,대연1동,2019-12,112369
874,남구,대연3동,2019-12,331377
875,남구,대연4동,2019-12,78423
876,남구,대연5동,2019-12,95721
877,남구,대연6동,2019-12,67826
878,남구,용호1동,2019-12,310609
879,남구,용호2동,2019-12,120769
880,남구,용호3동,2019-12,77193
881,남구,용호4동,2019-12,65366
882,남구,용당동,2019-12,86012
883,남구,감만1동,2019-12,109847
884,남구,감만2동,2019-12,52431
885,남구,우암동,2019-12,106083
886,남구,문현1동,2019-12,73380
887,남구,문현2동,2019-12,85099
888,남구,문현3동,2019-12,89641
889,남구,문현4동,2019-12,74454
890,북구,구포1동,2019-12,115952
891,북구,구포2동,2019-12,186163
892,북구,구포3동,2019-12,133528
893,북구,금곡동,2019-12,251247
894,북구,화명1동,2019-12,225326
895,북구,화명2동,2019-12,96618
896,북구,화명3동,2019-12,254456
897,북구,덕천1동,2019-12,109717
898,북구,덕천2동,2019-12,181123
899,북구,덕천3동,2019-12,56200
900,북구,만덕1동,2019-12,60343
901,북구,만덕2동,2019-12,143487
902,북구,만덕3동,2019-12,141251
903,해운대구,우1동,2019-12,280284
904,해운대구,우2동,2019-12,362548
905,해운대구,중1동,2019-12,235526
906,해운대구,중2동,2019-12,95058
907,해운대구,좌1동,2019-12,181789
908,해운대구,좌2동,2019-12,183727
909,해운대구,좌3동,2019-12,125704
910,해운대구,좌4동,2019-12,162545
911,해운대구,송정동,2019-12,83109
912,해운대구,반여1동,2019-12,237386
913,해운대구,반여2동,2019-12,74670
914,해운대구,반여3동,2019-12,57543
915,해운대구,반여4동,2019-12,89012
916,해운대구,반송1동,2019-12,149549
917,해운대구,반송2동,2019-12,173730
918,해운대구,재송1동,2019-12,284073
919,해운대구,재송2동,2019-12,199045
920,사하구,괴정1동,2019-12,156325
921,사하구,괴정2동,2019-12,81025
922,사하구,괴정3동,2019-12,87586
923,사하구,괴정4동,2019-12,88614
924,사하구,당리동,2019-12,187918
925,사하구,하단1동,2019-12,194270
926,사하구,하단2동,2019-12,216612
927,사하구,신평1동,2019-12,102919
928,사하구,신평2동,2019-12,133135
929,사하구,장림1동,2019-12,112710
930,사하구,장림2동,2019-12,209373
931,사하구,다대1동,2019-12,290652
932,사하구,다대2동,2019-12,187826
933,사하구,구평동,2019-12,55500
934,사하구,감천1동,2019-12,151005
935,사하구,감천2동,2019-12,45331
936,금정구,서1동,2019-12,47150
937,금정구,서2동,2019-12,75302
938,금정구,서3동,2019-12,86074
939,금정구,부곡1동,2019-12,61816
940,금정구,부곡2동,2019-12,120276
941,금정구,부곡3동,2019-12,128414
942,금정구,부곡4동,2019-12,61724
943,금정구,장전1동,2019-12,130714
944,금정구,장전2동,2019-12,249630
945,금정구,선두구동,2019-12,38624
946,금정구,청룡노포동,2019-12,95169
947,금정구,남산동,2019-12,209102
948,금정구,구서1동,2019-12,124231
949,금정구,구서2동,2019-12,239428
950,금정구,금성동,2019-12,10766
951,강서구,대저1동,2019-12,71212
952,강서구,대저2동,2019-12,150989
953,강서구,강동동,2019-12,53497
954,강서구,가락동,2019-12,25455
955,강서구,녹산동,2019-12,359380
956,강서구,가덕도동,2019-12,38368
957,연제구,거제1동,2019-12,228289
958,연제구,거제2동,2019-12,135760
959,연제구,거제3동,2019-12,89866
960,연제구,거제4동,2019-12,64245
961,연제구,연산1동,2019-12,126699
962,연제구,연산2동,2019-12,114471
963,연제구,연산3동,2019-12,60064
964,연제구,연산4동,2019-12,107647
965,연제구,연산5동,2019-12,155357
966,연제구,연산6동,2019-12,88208
967,연제구,연산8동,2019-12,92159
968,연제구,연산9동,2019-12,252978
969,수영구,남천1동,2019-12,165890
970,수영구,남천2동,2019-12,91836
971,수영구,수영동,2019-12,107033
972,수영구,망미1동,2019-12,175606
973,수영구,망미2동,2019-12,74523
974,수영구,광안1동,2019-12,178569
975,수영구,광안2동,2019-12,109704
976,수영구,광안3동,2019-12,100659
977,수영구,광안4동,2019-12,75216
978,수영구,민락동,2019-12,171768
979,사상구,삼락동,2019-12,61548
980,사상구,모라1동,2019-12,201437
981,사상구,모라3동,2019-12,68265
982,사상구,덕포1동,2019-12,92618
983,사상구,덕포2동,2019-12,111924
984,사상구,괘법동,2019-12,239808
985,사상구,감전동,2019-12,164411
986,사상구,주례1동,2019-12,109902
987,사상구,주례2동,2019-12,186175
988,사상구,주례3동,2019-12,126316
989,사상구,학장동,2019-12,202732
990,사상구,엄궁동,2019-12,211134
991,기장군,기장읍,2019-12,423219
992,기장군,장안읍,2019-12,103656
993,기장군,일광면,2019-12,86151
994,기장군,철마면,2019-12,42571
995,중구,중앙동,2020-01,108457
996,중구,동광동,2020-01,27870
997,중구,대청동,2020-01,55568
998,중구,보수동,2020-01,60563
999,중구,부평동,2020-01,66109
1000,중구,광복동,2020-01,53452
1001,중구,남포동,2020-01,83969
1002,중구,영주1동,2020-01,41781
1003,중구,영주2동,2020-01,44230
1004,중구,중앙동,2020-02,46732
1005,중구,동광동,2020-02,45261
1006,중구,대청동,2020-02,63066
1007,중구,보수동,2020-02,92346
1008,중구,부평동,2020-02,55198
1009,중구,광복동,2020-02,48127
1010,중구,남포동,2020-02,46623
1011,중구,영주1동,2020-02,68569
1012,중구,영주2동,2020-02,19259
1013,중구,중앙동,2020-03,94703
1014,중구,동광동,2020-03,41787
1015,중구,대청동,2020-03,58116
1016,중구,보수동,2020-03,147215
1017,중구,부평동,2020-03,51227
1018,중구,광복동,2020-03,61145
1019,중구,남포동,2020-03,122024
1020,중구,영주1동,2020-03,42908
1021,중구,영주2동,2020-03,33083
1022,중구,중앙동,2020-04,67436
1023,중구,동광동,2020-04,21646
1024,중구,대청동,2020-04,27598
1025,중구,보수동,2020-04,50367
1026,중구,부평동,2020-04,145652
1027,중구,광복동,2020-04,31152
1028,중구,남포동,2020-04,98386
1029,중구,영주1동,2020-04,40935
1030,중구,영주2동,2020-04,75653
1031,중구,중앙동,2020-05,44867
1032,중구,동광동,2020-05,60173
1033,중구,대청동,2020-05,48530
1034,중구,보수동,2020-05,47626
1035,중구,부평동,2020-05,126812
1036,중구,광복동,2020-05,200064
1037,중구,남포동,2020-05,37904
1038,중구,영주1동,2020-05,79546
1039,중구,영주2동,2020-05,204959
1040,중구,중앙동,2020-06,316833
1041,중구,동광동,2020-06,136606
1042,중구,대청동,2020-06,152644
1043,중구,보수동,2020-06,189358
1044,중구,부평동,2020-06,100494
1045,중구,광복동,2020-06,175780
1046,중구,남포동,2020-06,126181
1047,중구,영주1동,2020-06,116971
1048,중구,영주2동,2020-06,125638
1049,중구,중앙동,2020-07,171810
1050,중구,동광동,2020-07,63051
1051,중구,대청동,2020-07,116433
1052,중구,보수동,2020-07,158564
1053,중구,부평동,2020-07,110453
1054,중구,광복동,2020-07,114057
1055,중구,남포동,2020-07,80201
1056,중구,영주1동,2020-07,185936
1057,중구,영주2동,2020-07,125227
1058,서구,동대신1동,2020-01,98149
1059,서구,동대신2동,2020-01,236305
1060,서구,동대신3동,2020-01,68071
1061,서구,서대신1동,2020-01,162915
1062,서구,서대신3동,2020-01,204678
1063,서구,서대신4동,2020-01,169622
1064,서구,부민동,2020-01,203647
1065,서구,아미동,2020-01,69808
1066,서구,초장동,2020-01,190686
1067,서구,충무동,2020-01,99311
1068,서구,남부민1동,2020-01,134773
1069,서구,남부민2동,2020-01,181219
1070,서구,암남동,2020-01,92798
1071,서구,동대신1동,2020-02,105977
1072,서구,동대신2동,2020-02,113107
1073,서구,동대신3동,2020-02,305089
1074,서구,서대신1동,2020-02,75736
1075,서구,서대신3동,2020-02,97543
1076,서구,서대신4동,2020-02,66949
1077,서구,부민동,2020-02,305969
1078,서구,아미동,2020-02,123777
1079,서구,초장동,2020-02,77115
1080,서구,충무동,2020-02,66076
1081,서구,남부민1동,2020-02,79101
1082,서구,남부민2동,2020-02,113349
1083,서구,암남동,2020-02,55337
1084,서구,동대신1동,2020-03,108430
1085,서구,동대신2동,2020-03,72024
1086,서구,동대신3동,2020-03,85878
1087,서구,서대신1동,2020-03,89097
1088,서구,서대신3동,2020-03,78221
1089,서구,서대신4동,2020-03,119163
1090,서구,부민동,2020-03,193827
1091,서구,아미동,2020-03,133293
1092,서구,초장동,2020-03,256689
1093,서구,충무동,2020-03,236991
1094,서구,남부민1동,2020-03,94255
1095,서구,남부민2동,2020-03,259679
1096,서구,암남동,2020-03,111403
1097,서구,동대신1동,2020-04,180539
1098,서구,동대신2동,2020-04,54240
1099,서구,동대신3동,2020-04,72146
1100,서구,서대신1동,2020-04,140640
1101,서구,서대신3동,2020-04,143268
1102,서구,서대신4동,2020-04,273226
1103,서구,부민동,2020-04,346706
1104,서구,아미동,2020-04,236002
1105,서구,초장동,2020-04,88356
1106,서구,충무동,2020-04,172032
1107,서구,남부민1동,2020-04,191066
1108,서구,남부민2동,2020-04,125416
1109,서구,암남동,2020-04,160526
1110,서구,동대신1동,2020-05,83697
1111,서구,동대신2동,2020-05,240387
1112,서구,동대신3동,2020-05,79635
1113,서구,서대신1동,2020-05,60966
1114,서구,서대신3동,2020-05,90180
1115,서구,서대신4동,2020-05,131378
1116,서구,부민동,2020-05,182165
1117,서구,아미동,2020-05,279174
1118,서구,초장동,2020-05,202413
1119,서구,충무동,2020-05,163761
1120,서구,남부민1동,2020-05,82430
1121,서구,남부민2동,2020-05,86387
1122,서구,암남동,2020-05,91671
1123,서구,동대신1동,2020-06,197545
1124,서구,동대신2동,2020-06,196501
1125,서구,동대신3동,2020-06,196839
1126,서구,서대신1동,2020-06,106772
1127,서구,서대신3동,2020-06,132532
1128,서구,서대신4동,2020-06,105011
1129,서구,부민동,2020-06,203793
1130,서구,아미동,2020-06,298782
1131,서구,초장동,2020-06,191414
1132,서구,충무동,2020-06,52805
1133,서구,남부민1동,2020-06,157069
1134,서구,남부민2동,2020-06,44530
1135,서구,암남동,2020-06,50248
1136,서구,동대신1동,2020-07,76893
1137,서구,동대신2동,2020-07,89438
1138,서구,동대신3동,2020-07,65358
1139,서구,서대신1동,2020-07,119402
1140,서구,서대신3동,2020-07,115734
1141,서구,서대신4동,2020-07,61073
1142,서구,부민동,2020-07,121130
1143,서구,아미동,2020-07,118690
1144,서구,초장동,2020-07,120547
1145,서구,충무동,2020-07,37338
1146,서구,남부민1동,2020-07,95933
1147,서구,남부민2동,2020-07,206165
1148,서구,암남동,2020-07,115627
1149,동구,초량1동,2020-01,244810
1150,동구,초량2동,2020-01,9598
1151,동구,초량3동,2020-01,71401
1152,동구,초량6동,2020-01,148088
1153,동구,수정1동,2020-01,53474
1154,동구,수정2동,2020-01,23548
1155,동구,수정4동,2020-01,343767
1156,동구,수정5동,2020-01,38975
1157,동구,범일1동,2020-01,222574
1158,동구,범일2동,2020-01,131912
1159,동구,범일5동,2020-01,91523
1160,동구,초량1동,2020-02,61900
1161,동구,초량2동,2020-02,127146
1162,동구,초량3동,2020-02,120518
1163,동구,초량6동,2020-02,64685
1164,동구,수정1동,2020-02,107912
1165,동구,수정2동,2020-02,156821
1166,동구,수정4동,2020-02,95511
1167,동구,수정5동,2020-02,90661
1168,동구,범일1동,2020-02,256510
1169,동구,범일2동,2020-02,165318
1170,동구,범일5동,2020-02,91070
1171,동구,초량1동,2020-03,106981
1172,동구,초량2동,2020-03,185116
1173,동구,초량3동,2020-03,78889
1174,동구,초량6동,2020-03,176821
1175,동구,수정1동,2020-03,114514
1176,동구,수정2동,2020-03,100566
1177,동구,수정4동,2020-03,73059
1178,동구,수정5동,2020-03,163574
1179,동구,범일1동,2020-03,60759
1180,동구,범일2동,2020-03,222248
1181,동구,범일5동,2020-03,73826
1182,동구,초량1동,2020-04,94910
1183,동구,초량2동,2020-04,111156
1184,동구,초량3동,2020-04,219931
1185,동구,초량6동,2020-04,158683
1186,동구,수정1동,2020-04,115753
1187,동구,수정2동,2020-04,183100
1188,동구,수정4동,2020-04,123658
1189,동구,수정5동,2020-04,207818
1190,동구,범일1동,2020-04,201170
1191,동구,범일2동,2020-04,427702
1192,동구,범일5동,2020-04,101178
1193,동구,초량1동,2020-05,88739
1194,동구,초량2동,2020-05,59196
1195,동구,초량3동,2020-05,108046
1196,동구,초량6동,2020-05,25871
1197,동구,수정1동,2020-05,55021
1198,동구,수정2동,2020-05,60796
1199,동구,수정4동,2020-05,61230
1200,동구,수정5동,2020-05,46300
1201,동구,범일1동,2020-05,67174
1202,동구,범일2동,2020-05,41558
1203,동구,범일5동,2020-05,44385
1204,동구,초량1동,2020-06,47396
1205,동구,초량2동,2020-06,44827
1206,동구,초량3동,2020-06,62937
1207,동구,초량6동,2020-06,93733
1208,동구,수정1동,2020-06,56221
1209,동구,수정2동,2020-06,48150
1210,동구,수정4동,2020-06,48705
1211,동구,수정5동,2020-06,68524
1212,동구,범일1동,2020-06,21601
1213,동구,범일2동,2020-06,93357
1214,동구,범일5동,2020-06,43069
1215,동구,초량1동,2020-07,57787
1216,동구,초량2동,2020-07,139680
1217,동구,초량3동,2020-07,48816
